name,all,function def,class def,import,exception,param,keyword,alias,object decl,object,naming_style,words
candidate,54,,,4,,3,1,,,46,lowercase,['candidate']
legacy_path,12,,,,,,,,,12,lower_case_with_underscores,"['legacy', 'path']"
get_path_for_link_legacy,7,3,,,,,,,,4,lower_case_with_underscores,"['get', 'path', 'for', 'link', 'legacy']"
package_name,46,,,,,9,3,,,34,lower_case_with_underscores,"['package', 'name']"
supported_tags,20,,,,,4,5,,,11,lower_case_with_underscores,"['supported', 'tags']"
SimpleWheelCache,4,,1,,,,,,,3,CapitalizedWords,"['simple', 'wheel', 'cache']"
wheel_name,15,,,,,1,,,,14,lower_case_with_underscores,"['wheel', 'name']"
wheel_dir,13,,,,,1,,,,12,lower_case_with_underscores,"['wheel', 'dir']"
debug,238,,,,,4,1,,,233,lowercase,['debug']
supported,38,1,,,,,,,,37,lowercase,['supported']
support_index_min,6,1,,,,,,,,5,lower_case_with_underscores,"['support', 'index', 'min']"
min,47,,,,,3,,,,44,lowercase,['min']
EphemWheelCache,3,,1,,,,,,,2,CapitalizedWords,"['ephem', 'wheel', 'cache']"
WheelCache,20,,1,10,,,,,,9,CapitalizedWords,"['wheel', 'cache']"
_wheel_cache,8,,,,,,,,,8,lower_case_with_underscores,"['wheel', 'cache']"
_ephem_cache,4,,,,,,,,,4,lower_case_with_underscores,"['ephem', 'cache']"
