name,all,function def,class def,import,exception,param,keyword,alias,object decl,object,naming_style,words
Block,3,,1,,,,,,,2,CapitalizedWords,['block']
Base,2,,1,,,,,,,1,CapitalizedWords,['base']
Network,2,,1,,,,,,,1,CapitalizedWords,['network']
test_print_summary_show_trainable,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'print', 'summary', 'show', 'trainable']"
untrained,6,,,,,,,,,6,lowercase,['untrained']
test_print_summary_expand_nested_show_trainable,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'print', 'summary', 'expand', 'nested', 'show', 'trainable']"
untrainable,3,,,,,,,,,3,lowercase,['untrainable']
test_print_summary_layer_range,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'print', 'summary', 'layer', 'range']"
test_print_summary_layer_range_with_expand_nested,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'print', 'summary', 'layer', 'range', 'with', 'expand', 'nested']"
check_lines,2,,,,,,,,,2,lower_case_with_underscores,"['check', 'lines']"
test_property_cache,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'property', 'cache']"
test_counter,3,,,,,,,,,3,lower_case_with_underscores,"['test', 'counter']"
MyObject,5,,2,,,,,,,3,CapitalizedWords,"['my', 'object']"
_frozen,1,,,,,,,,,1,lowercase,['frozen']
test_property,9,2,,,,,,,,7,lower_case_with_underscores,"['test', 'property']"
first_object,6,,,,,,,,,6,lower_case_with_underscores,"['first', 'object']"
second_object,6,,,,,,,,,6,lower_case_with_underscores,"['second', 'object']"
test_property_cache_threaded,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'property', 'cache', 'threaded']"
call_count,3,,,,,,,,,3,lower_case_with_underscores,"['call', 'count']"
get_test_property,3,1,,,,,,,,2,lower_case_with_underscores,"['get', 'test', 'property']"
test_property_cache_serialization,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'property', 'cache', 'serialization']"
first_instance,5,,,,,,,,,5,lower_case_with_underscores,"['first', 'instance']"
second_instance,6,,,,,,,,,6,lower_case_with_underscores,"['second', 'instance']"
expected_size,2,,,,,,,,,2,lower_case_with_underscores,"['expected', 'size']"
size_check_instance,3,,,,,,,,,3,lower_case_with_underscores,"['size', 'check', 'instance']"
