name,all,function def,class def,import,exception,param,keyword,alias,object decl,object,naming_style,words
squared_distance,10,2,,,,,,,,8,lower_case_with_underscores,"['squared', 'distance']"
contributors_file_name,8,,,,,,,,,8,lower_case_with_underscores,"['contributors', 'file', 'name']"
_slideDuration,5,1,,,,,,,,4,mixedCase,"['slide', 'duration']"
Level,1,,,,,,,,,1,CapitalizedWords,['level']
func_name,3,,,,,,,,,3,lower_case_with_underscores,"['func', 'name']"
stop,56,2,,,,,,,,54,lowercase,['stop']
returnitem,8,,,,,,,,,8,lowercase,['returnitem']
repartitionAndSortWithinPartitions,2,1,,,,,,,,1,mixedCase,"['repartition', 'and', 'sort', 'within', 'partitions']"
Accumulator,5,,1,2,,,,,,2,CapitalizedWords,['accumulator']
createTempFile,6,1,,,,,,,,5,mixedCase,"['create', 'temp', 'file']"
dv,21,,,,,,,,,21,lowercase,['dv']
X,3,,,,,,,,,3,B,"['', 'x']"
dt,19,,,,,,,,,19,lowercase,['dt']
flatMappedRDD,16,,,,,,,,,16,mixedCase,"['flat', 'mapped', 'rd', 'd']"
